1,SRA Run Accession,Isolate ID,Sample ID,Genus,sensu,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,WGS Acession,Phylogroup,State,fosX,lin,mprF,norB,sul,lmo0209,mogR,lmo0675,fliP,fliQ,fliR,flhB,flhA,flhF,flgG,motA,motB,lmo0688,flaA,fliN_lmo0693,lmo0696,flgE,fliN_lmo0698,fliM,fliY,flgK,flgL,fliD,lmo0708,flgB,flgC,fliE,fliF,fliG,fliH,fliI,comK,comEC,comG,comGF,comGD,comGA,cinA,comEB,comEA,coiA,comFC,comFA
368,SRR11344174,L7-1191,ND-KS-3,Listeria,strictu,L. welshimeri,16,21,2871181,36.11,1445567,91.2114,PRJNA561882,JAARTM000000000,L8,ND,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
369,SRR11344173,L7-1192,ND-KS-3,Listeria,strictu,L. welshimeri,27,12,2764764,36.17,518093,102.631,PRJNA561882,JAARTL000000000,L8,ND,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
370,SRR11344172,L7-1193,ND-KS-3,Listeria,strictu,L. welshimeri,134,17,2820138,36.2,517320,242.798,PRJNA561882,JAARTK000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
371,SRR11344171,L7-1197,ND-KS-4,Listeria,strictu,L. welshimeri,32,14,2754965,36.25,444860,145.574,PRJNA561882,JAARTJ000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
372,SRR11344170,L7-1198,ND-KS-4,Listeria,strictu,L. welshimeri,16,33,2766669,36.23,342673,119.528,PRJNA561882,JAASUT000000000,L8,ND,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
373,SRR11344169,L7-1199,ND-KS-4,Listeria,strictu,L. welshimeri,255,23,2743442,36.23,289006,91.4185,PRJNA561882,JAARTI000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
374,SRR11344168,L7-1201,ND-KS-4,Listeria,strictu,L. welshimeri,19,14,2734825,36.25,520467,92.1266,PRJNA561882,JAARTH000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
375,SRR11344167,L7-1203,ND-AN-1,Listeria,strictu,L. welshimeri,133,22,2770934,36.26,368398,180.541,PRJNA561882,JAARTG000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
376,SRR11344166,L7-1204,ND-AN-1,Listeria,strictu,L. welshimeri,241,32,2742944,36.28,1433342,181.482,PRJNA561882,JAARTF000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
377,SRR11344164,L7-1205,ND-AN-1,Listeria,strictu,L. welshimeri,27,25,2797653,36.22,245830,205.891,PRJNA561882,JAARTE000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
378,SRR11344163,L7-1209,ND-AN-2,Listeria,strictu,L. welshimeri,19,12,2748784,36.38,532683,64.9843,PRJNA561882,JAARTD000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
379,SRR11344162,L7-1210,ND-AN-2,Listeria,strictu,L. welshimeri,16,21,2725728,36.26,1438305,89.5678,PRJNA561882,JAARTC000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
380,SRR11344161,L7-1215,ND-AN-4,Listeria,strictu,L. welshimeri,27,9,2791192,36.29,559995,158.879,PRJNA561882,JAARTB000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
381,SRR11344160,L7-1220,ND-AN-4,Listeria,strictu,L. welshimeri,241,25,2784072,36.24,681430,143.809,PRJNA561882,JAARTA000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
382,SRR11344159,L7-1221,ND-AN-5,Listeria,strictu,L. welshimeri,129,22,2748614,36.23,395428,225.038,PRJNA561882,JAARSZ000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
383,SRR11344065,L7-1227,ND-WL-1,Listeria,strictu,L. welshimeri,27,18,2720507,36.28,398745,83.3575,PRJNA561882,JAARSY000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
384,SRR11344064,L7-1233,ND-WL-2,Listeria,strictu,L. welshimeri,256,102,2781749,36.21,362668,117.311,PRJNA561882,JAARSX000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
385,SRR11344063,L7-1239,ND-WL-5,Listeria,strictu,L. welshimeri,257,25,2782339,36.2,318089,75.6396,PRJNA561882,JAARSW000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
386,SRR11344062,L7-1245,ND-LL-1,Listeria,strictu,L. welshimeri,258,39,2821408,36.16,191949,93.9004,PRJNA561882,JAARSV000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
387,SRR11344060,L7-1246,ND-LL-1,Listeria,strictu,L. welshimeri,16,37,2833367,36.15,152304,75.8227,PRJNA561882,JAARSU000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
388,SRR11344059,L7-1247,ND-LL-1,Listeria,strictu,L. welshimeri,157,14,2715187,36.31,367108,273.269,PRJNA561882,JAARST000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
389,SRR11344058,L7-1248,ND-LL-1,Listeria,strictu,L. welshimeri,89,23,2840687,36.18,264045,209.482,PRJNA561882,JAASUS000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
390,SRR11344057,L7-1250,ND-LL-1,Listeria,lato,L. booriae,S5017,45,3282225,41.97,259164,154.36,PRJNA561882,JAASUR000000000,L12,ND,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
391,SRR11344056,L7-1251,ND-LL-2,Listeria,strictu,L. welshimeri,134,53,2850950,36.27,214419,119.993,PRJNA561882,JAASUQ000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
392,SRR11344055,L7-1253,ND-LL-2,Listeria,strictu,L. welshimeri,259,125,2930243,36.06,244962,218.388,PRJNA561882,JAARSS000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
393,SRR11344054,L7-1255,ND-LL-2,Listeria,strictu,L. welshimeri,16,35,2831388,36.15,143656,63.4836,PRJNA561882,JAARSR000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
394,SRR11344053,L7-1257,ND-LL-3,Listeria,strictu,L. welshimeri,126,16,2791706,36.16,463394,149.864,PRJNA561882,JAARSQ000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
395,SRR11344052,L7-1263,ND-LL-4,Listeria,strictu,L. welshimeri,241,35,2771470,36.32,520450,170.152,PRJNA561882,JAARSP000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
396,SRR11344051,L7-1269,ND-LL-5,Listeria,strictu,L. welshimeri,241,48,2871438,36.12,1440893,172.077,PRJNA561882,JAARSO000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
397,SRR11344049,L7-1275,ND-LI-5,Listeria,strictu,L. welshimeri,127,53,2741423,36.26,587012,111.379,PRJNA561882,JAARSN000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
398,SRR11344048,L7-1281,ND-LN-4,Listeria,strictu,L. welshimeri,133,14,2757159,36.37,534391,228.464,PRJNA561882,JAARSM000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
399,SRR11344047,L7-1282,ND-LN-4,Listeria,strictu,L. welshimeri,27,9,2794511,36.15,517938,164.945,PRJNA561882,JAARSL000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
400,SRR11344046,L7-1287,ND-LN-5,Listeria,strictu,L. welshimeri,241,115,2888484,36.21,106805,49.1347,PRJNA561882,JAARSK000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
401,SRR11344045,L7-1291,ND-LN-5,Listeria,strictu,L. welshimeri,27,26,2755701,36.25,245888,190.263,PRJNA561882,JAARSJ000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
402,SRR11344044,L7-1293,ND-LZ-5,Listeria,strictu,L. welshimeri,269,16,2818845,36.24,502611,201.914,PRJNA561882,JAASUP000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
403,SRR11344043,L7-1295,ND-LZ-5,Listeria,strictu,L. welshimeri,133,152,2877193,36.07,187459,63.3654,PRJNA561882,JAARSI000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
404,SRR11344042,L7-1299,AL-BN-2,Listeria,lato,L. booriae,S5054,40,3685746,41.75,315521,132.203,PRJNA561882,JAARSH000000000,L12,AL,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
405,SRR11344041,L7-1303,AL-BN-4,Listeria,strictu,L. welshimeri,16,154,2852255,36.1,192369,155.335,PRJNA561882,JAARSG000000000,L8,AL,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
406,SRR9206872,L7-1309,TN-WR-2,Listeria,strictu,L. monocytogenes,62,13,2881089,37.99,416245,99.6546,PRJNA514286,AAFFKM000000000,L1,TN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,SRR9206870,L7-1310,TN-WR-2,Listeria,strictu,L. monocytogenes,270,34,2900360,37.97,153011,95.556,PRJNA514286,AAFFKV000000000,L1,TN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,SRR11344040,L7-1312,TN-WR-2,Listeria,strictu,L. welshimeri,16,123,2858847,36.1,106548,33.6263,PRJNA561882,JAARSF000000000,L8,TN,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
409,SRR9207062,L7-1315,TN-WR-3,Listeria,strictu,L. monocytogenes,80,28,2965240,37.88,194241,69.5844,PRJNA514286,AAFFKX000000000,L1,TN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,SRR9207061,L7-1317,TN-WR-4,Listeria,strictu,L. monocytogenes,80,17,2930172,37.87,318333,76.7011,PRJNA514286,AAFFKT000000000,L1,TN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,SRR11344038,L7-1319,TN-WR-4,Listeria,lato,L. rocourtiae,S5055,69,3270164,40.11,128338,181.626,PRJNA561882,JAASUO000000000,-,TN,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0
412,SRR11344037,L7-1320,TN-WR-4,Listeria,strictu,L. welshimeri,16,25,2732089,36.27,518633,92.4113,PRJNA561882,JAASUN000000000,L8,TN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
413,SRR11344036,L7-1325,TN-WR-5,Listeria,strictu,L. welshimeri,126,12,2702060,36.29,432595,210.899,PRJNA561882,JAARSE000000000,L8,TN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
414,SRR9206875,L7-1326,GA-SCN-1,Listeria,strictu,L. monocytogenes,57,28,2839955,37.94,184431,75.3782,PRJNA514286,AAFFKP000000000,L2,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,SRR9206857,L7-1331,GA-SCN-1,Listeria,strictu,L. monocytogenes,271,45,2926267,38.15,151067,86.5411,PRJNA514286,AAFFKI000000000,L1,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,SRR9888532,L7-1332,GA-SCN-3,Listeria,strictu,L. monocytogenes,57,19,2923745,37.84,427016,130.556,PRJNA514286,AAFFKS000000000,L2,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,SRR9206865,L7-1336,CT-UF-5,Listeria,strictu,L. monocytogenes,57,85,2880116,37.9,71534,71.1043,PRJNA514286,AAFFKO000000000,L2,CT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,SRR11344035,L7-1342,MN-LH-1,Listeria,strictu,L. seeligeri,4,10,2800073,37.22,539103,234.425,PRJNA561882,JAARSD000000000,L10,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
419,SRR11344034,L7-1343,MN-LH-1,Listeria,strictu,L. seeligeri,3,27,2820046,37.27,413700,205.507,PRJNA561882,JAATNY000000000,L10,MN,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
420,SRR11343905,L7-1348,MN-LH-2,Listeria,strictu,L. seeligeri,4,20,2827400,37.22,266879,66.9976,PRJNA561882,JAARSC000000000,L10,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
421,SRR11343904,L7-1356,MN-LH-3,Listeria,strictu,L. seeligeri,4,24,2808735,37.24,232072,184.756,PRJNA561882,JAARSB000000000,L10,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
422,SRR11343903,L7-1357,MN-LH-4,Listeria,strictu,L. seeligeri,3,19,2823762,37.22,532969,156.352,PRJNA561882,JAARSA000000000,L10,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
423,SRR11343902,L7-1358,MN-LH-4,Listeria,strictu,L. seeligeri,1,31,2858495,37.16,196528,209.24,PRJNA561882,JAARRZ000000000,L10,MN,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
424,SRR9206852,L7-1361,IN-WM-1,Listeria,strictu,L. monocytogenes,59,44,2961304,37.79,188048,108.346,PRJNA514286,AAFFKA000000000,L2,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,SRR11343901,L7-1363,IN-WM-1,Listeria,strictu,L. seeligeri,272,25,2911054,37.16,222469,132.045,PRJNA561882,JAARRY000000000,L9,IN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
426,SRR9206853,L7-1367,IN-WM-2,Listeria,strictu,L. monocytogenes,79,27,2888756,38.03,207233,103.553,PRJNA514286,AAFFKC000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,SRR9206842,L7-1375,IN-WM-3,Listeria,strictu,L. monocytogenes,62,30,2909737,38.06,189158,109.441,PRJNA514286,AAFFJN000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,SRR9206862,L7-1383,IN-WM-5,Listeria,strictu,L. monocytogenes,62,29,2882306,38.06,202640,86.0028,PRJNA514286,AAFFKH000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,SRR11343899,L7-1385,IN-WM-5,Listeria,lato,L. booriae,S5056,18,3576812,41.98,416396,81.7482,PRJNA561882,JAARRX000000000,L12,IN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
430,SRR11343898,L7-1387,TN-CS-1,Listeria,lato,L. booriae,S5056,19,3629322,41.97,570036,65.0938,PRJNA561882,JAARRW000000000,L12,TN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
431,SRR9206861,L7-1393,TN-CS-3,Listeria,strictu,L. monocytogenes,273,73,3165036,37.73,119362,58.1787,PRJNA514286,AAFFKE000000000,L1,TN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,SRR9206848,L7-1401,GA-RT-2,Listeria,strictu,L. monocytogenes,221,81,3174042,37.79,94018,69.3086,PRJNA514286,AAFFKY000000000,L1,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,SRR11343897,L7-1409,GA-RT-4,Listeria,lato,L. booriae,S5057,15,3678799,41.89,804384,244.515,PRJNA561882,JAARRV000000000,L12,GA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
434,SRR9888533,L7-1415,GA-RT-5,Listeria,strictu,L. monocytogenes,202,16,2923258,37.84,572454,143.813,PRJNA514286,AAFFJQ000000000,L2,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,SRR9206612,L7-1418,GA-RT-5,Listeria,strictu,L. monocytogenes,57,60,2902458,37.85,109844,87.2348,PRJNA514286,AAFFJL000000000,L2,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,SRR9206609,L7-1423,AL-TN-2,Listeria,strictu,L. monocytogenes,57,82,2942136,37.83,67393,109.756,PRJNA514286,AAFFJO000000000,L2,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,SRR11343896,L7-1425,AL-TN-2,Listeria,strictu,L. cossartiae,274,14,2783354,38.8,495198,102.303,PRJNA561882,JAASUM000000000,L5,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
438,SRR11343895,L7-1426,AL-TN-2,Listeria,strictu,L. cossartiae,275,30,2866099,38.64,494483,88.7246,PRJNA561882,JAASUL000000000,L5,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
439,SRR11343894,L7-1427,AL-TN-2,Listeria,lato,L. booriae,S5058,22,3768975,41.89,703021,55.7893,PRJNA561882,JAARRU000000000,L12,AL,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
440,SRR11343893,L7-1430,AL-TN-2,Listeria,lato,L. booriae,S5059,31,3546963,42.04,279369,137.649,PRJNA561882,JAARRT000000000,L12,AL,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
441,SRR9206850,L7-1431,AL-TN-3,Listeria,strictu,L. monocytogenes,57,39,2883534,37.87,172398,102.543,PRJNA514286,AAFFKB000000000,L2,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
